title,street-address,latitude,longitude,number,type_of_place,distance
Embajada de Guinea Ecuatorial,AVENIDA PIO XII 14,40.46481349821753,-3.6754666562248497,288,embajada,394.9260703191574
Embajada de Guinea Ecuatorial,AVENIDA PIO XII 14,40.46481349821753,-3.6754666562248497,286,embajada,437.87072139322646
Embajada de Guinea Ecuatorial,AVENIDA PIO XII 14,40.46481349821753,-3.6754666562248497,254,embajada,441.6887987886446
Embajada de Guinea-Bissau,AVENIDA AMERICA 16 PLANTA 1 DERECHA,40.438537097580785,-3.674979575450985,195,embajada,92.22190785001256
Embajada de Guinea-Bissau,AVENIDA AMERICA 16 PLANTA 1 DERECHA,40.438537097580785,-3.674979575450985,194,embajada,280.8858395068371
Embajada de Guinea-Bissau,AVENIDA AMERICA 16 PLANTA 1 DERECHA,40.438537097580785,-3.674979575450985,294,embajada,398.18410103503
Embajada de Haití,PASEO CASTELLANA 15 PLANTA 3 B,40.42811394313855,-3.690189203244315,104,embajada,164.3180986539177
Embajada de Haití,PASEO CASTELLANA 15 PLANTA 3 B,40.42811394313855,-3.690189203244315,93,embajada,278.9358228475325
Embajada de Haití,PASEO CASTELLANA 15 PLANTA 3 B,40.42811394313855,-3.690189203244315,105,embajada,316.82685104839993
Embajada de Honduras,PASEO CASTELLANA 134 PLANTA 1 D,40.450794296933225,-3.690149606698102,150,embajada,202.0813162109103
Embajada de Honduras,PASEO CASTELLANA 134 PLANTA 1 D,40.450794296933225,-3.690149606698102,149,embajada,268.8927537010411
Embajada de Honduras,PASEO CASTELLANA 134 PLANTA 1 D,40.450794296933225,-3.690149606698102,153,embajada,419.8076626394882
Embajada de Hungría,CALLE FORTUNY 6 PLANTA 4,40.42910937757233,-3.6909538832505566,104,embajada,302.1682321427763
Embajada de Hungría,CALLE FORTUNY 6 PLANTA 4,40.42910937757233,-3.6909538832505566,198,embajada,382.50640554012807
Embajada de Hungría,CALLE FORTUNY 6 PLANTA 4,40.42910937757233,-3.6909538832505566,93,embajada,414.37237541132134
Embajada de India,AVENIDA PIO XII 30 y 32,40.46669236532539,-3.674598330204083,288,embajada,258.43323259824183
Embajada de India,AVENIDA PIO XII 30 y 32,40.46669236532539,-3.674598330204083,286,embajada,392.0660177519374
Embajada de India,AVENIDA PIO XII 30 y 32,40.46669236532539,-3.674598330204083,285,embajada,599.035380143938
Embajada de Indonesia,CALLE AGASTIA 65,40.448506444421625,-3.6536640916192464,481,embajada,339.8471787225979
Embajada de Indonesia,CALLE AGASTIA 65,40.448506444421625,-3.6536640916192464,528,embajada,425.4047676831005
Embajada de Indonesia,CALLE AGASTIA 65,40.448506444421625,-3.6536640916192464,214,embajada,670.5836291108523
Embajada de Iran,CALLE JEREZ 5 Villa El Altozano,40.464201488428714,-3.6772609590516034,290,embajada,299.95476109654686
Embajada de Iran,CALLE JEREZ 5 Villa El Altozano,40.464201488428714,-3.6772609590516034,254,embajada,364.86482291601874
Embajada de Iran,CALLE JEREZ 5 Villa El Altozano,40.464201488428714,-3.6772609590516034,286,embajada,417.8419494926522
Embajada de Iraq,CALLE CARRIL DEL CONDE 56,40.45987984928293,-3.654540960444581,523,embajada,525.7638663846836
Embajada de Iraq,CALLE CARRIL DEL CONDE 56,40.45987984928293,-3.654540960444581,479,embajada,585.4435609088555
